RunNumber,Turbine,m,TwrBsMxt,TwrBsMyt,TwHt1MLxt,TwHt1MLyt,TwHt2MLxt,TwHt2MLyt,TwHt3MLxt,TwHt3MLyt,TwHt4MLxt,TwHt4MLyt,TwHt5MLxt,TwHt5MLyt,TwHt6MLxt,TwHt6MLyt
517,1,3,2821,9487,2545,8551,2004,6748,1482,4921,1095,3610,690.1,2579,471,2305
517,1,4,3416,12250,3105,11190,2481,9021,1852,6657,1353,4768,855.1,3173,610.4,2606
517,2,3,2694,9545,2449,8708,1953,6877,1419,5020,1013,3579,628.2,2420,448,2205
517,2,4,3115,12390,2842,11400,2282,9184,1665,6794,1202,4757,797.1,2941,638.2,2482
518,1,3,1888,12930,1730,11840,1408,9687,1029,7035,685.7,4602,350.7,2373,161.1,1369
518,1,4,2197,15180,2016,13910,1646,11410,1204,8300,801.4,5419,413.7,2770,204.4,1531
518,2,3,2445,14190,2245,13010,1845,10690,1346,7788,881.1,5098,438.2,2589,163.1,1352
518,2,4,2929,16670,2692,15290,2216,12580,1616,9187,1054,6006,522.1,3031,200,1511
519,1,3,9135,16210,8238,14650,6508,11630,4733,8506,3384,6161,1906,4167,972.1,3418
519,1,4,10610,19940,9578,18090,7606,14530,5540,10700,3939,7682,2191,5063,1074,3933
519,2,3,9216,15970,8290,14470,6564,11490,4804,8437,3426,6141,1906,4127,948.5,3365
519,2,4,10720,19830,9668,18060,7692,14480,5649,10720,3994,7729,2194,5043,1053,3863
520,1,3,2623,9861,2372,8800,1891,6885,1378,4904,995,3517,635.7,2485,470.6,2401
520,1,4,3067,12780,2786,11560,2241,9299,1650,6707,1205,4649,835,2950,677.5,2666
520,2,3,2931,9863,2680,8923,2179,7062,1591,5083,1088,3487,613.5,2226,363.8,2029
520,2,4,3364,12090,3083,11000,2518,8819,1846,6427,1271,4354,756,2624,518.2,2253
521,1,3,4321,14390,3883,12970,3054,10270,2223,7449,1621,5366,966.6,3636,572.6,3060
521,1,4,4988,18390,4498,16700,3568,13450,2603,9817,1881,6940,1120,4451,683.5,3483
521,2,3,4776,12570,4343,11240,3483,8738,2547,6364,1780,4717,1022,3380,607.5,3034
521,2,4,5557,15660,5063,14160,4085,11270,2998,8318,2088,6015,1207,4041,765.6,3409
522,1,3,2810,9070,2583,8285,2123,6751,1560,4900,1038,3274,548.9,1832,281.7,1362
522,1,4,3284,11030,3021,10110,2490,8324,1836,6079,1229,4044,685,2225,419.4,1546
522,2,3,2421,8894,2222,8135,1826,6637,1339,4837,888.1,3199,460.6,1725,231.6,1157
522,2,4,2810,10610,2580,9723,2123,7972,1559,5831,1037,3850,556.8,2054,342.1,1305
523,1,3,5456,12450,4935,11270,3941,8977,2854,6523,1996,4643,1095,3102,548.6,2690
523,1,4,6268,15880,5683,14440,4560,11630,3306,8479,2294,5971,1241,3806,612.3,3083
523,2,3,5089,13190,4616,11920,3701,9467,2695,6842,1881,4807,1029,3081,523.7,2615
523,2,4,5877,17480,5339,15830,4297,12670,3134,9164,2176,6331,1178,3811,597.7,3000
524,1,3,1939,7810,1756,7074,1412,5607,1031,4051,718.5,2789,432.3,1813,309.4,1640
524,1,4,2231,10130,2026,9239,1638,7458,1207,5453,850.5,3714,553.6,2256,449.7,1845
524,2,3,2054,8241,1877,7491,1531,6036,1122,4358,762.1,2965,425.3,1772,265,1438
524,2,4,2447,10010,2242,9133,1838,7437,1352,5422,920.1,3679,533.4,2146,375.6,1609
525,1,3,2964,8650,2669,7690,2087,5966,1531,4400,1141,3431,717.4,2641,475.2,2485
525,1,4,3436,10970,3109,9927,2455,7955,1813,5969,1352,4493,873.7,3174,619.9,2796
525,2,3,2251,8758,2043,7899,1649,6274,1221,4527,876.2,3307,564.7,2386,425.1,2283
525,2,4,2651,11750,2416,10680,1976,8746,1483,6394,1081,4535,761.6,2989,625.5,2600
526,1,3,2496,11520,2296,10540,1892,8615,1384,6273,914.7,4141,465.6,2168,201.6,1334
526,1,4,2896,13520,2665,12390,2198,10170,1610,7435,1066,4905,553.6,2544,280.8,1492
526,2,3,1672,11500,1530,10540,1251,8631,921.7,6307,615.9,4166,320,2160,150.9,1174
526,2,4,1945,13410,1782,12310,1459,10110,1078,7407,723.3,4892,387.4,2528,209.8,1300
527,1,3,7291,15770,6600,14320,5270,11390,3856,8233,2702,5880,1483,3899,717.5,3325
527,1,4,8656,20600,7864,18790,6329,15090,4635,10940,3205,7683,1727,4831,818,3832
527,2,3,5429,15330,4892,13850,3846,11080,2811,8104,2019,5758,1175,3801,646.7,3182
527,2,4,6298,20230,5698,18350,4512,14850,3303,10890,2341,7616,1340,4773,738.5,3669
528,1,3,2985,10350,2708,9346,2165,7400,1588,5356,1137,3854,724.4,2727,538.2,2655
528,1,4,3560,13840,3242,12670,2611,10290,1931,7553,1392,5293,936.9,3304,753.3,2957
528,2,3,2612,10140,2376,9202,1924,7400,1402,5390,966.1,3774,563.7,2431,381.9,2176
528,2,4,3006,12920,2740,11820,2229,9654,1631,7097,1135,4909,709.4,2944,542.4,2431
529,1,3,4730,14560,4283,13030,3418,10090,2498,7264,1771,5324,1039,3769,632.8,3349
529,1,4,5478,18250,4977,16510,3997,13100,2928,9551,2064,6808,1212,4547,763.5,3807
529,2,3,4505,12590,4080,11270,3260,8814,2382,6352,1693,4700,991.1,3387,601.6,3132
529,2,4,5328,16010,4843,14460,3897,11560,2856,8423,2016,6093,1186,4112,754.8,3568
530,1,3,2044,8419,1863,7673,1520,6177,1108,4492,733.9,3023,390.8,1805,215,1456
530,1,4,2380,9975,2172,9110,1777,7390,1297,5389,859,3605,469.7,2105,295.2,1622
530,2,3,2240,8186,2058,7450,1693,6049,1236,4388,814.3,2956,412.2,1676,178.6,1257
530,2,4,2633,9570,2421,8726,1996,7115,1460,5179,962,3477,495.7,1945,242,1396
531,1,3,5145,14370,4655,13030,3692,10430,2695,7569,1913,5326,1092,3513,577.2,2847
531,1,4,5988,18520,5439,16880,4350,13640,3182,9952,2234,6912,1266,4411,681.3,3291
531,2,3,4074,14760,3679,13330,2895,10670,2121,7733,1538,5489,915.8,3504,561.8,2755
531,2,4,4708,19150,4269,17350,3387,13980,2491,10150,1789,7110,1063,4353,685,3175
532,1,3,2262,9300,2067,8439,1682,6741,1234,4835,849.3,3316,492,2133,330.5,1864
532,1,4,2668,11390,2451,10390,2010,8422,1491,6098,1037,4127,630.3,2550,457.8,2079
532,2,3,2422,9580,2218,8703,1809,7006,1327,5054,897.7,3423,493.1,2020,286,1597
532,2,4,2788,11400,2557,10370,2093,8404,1543,6092,1050,4108,601.1,2369,389.7,1773
533,1,3,3312,9607,2998,8571,2382,6674,1757,4793,1281,3568,788.1,2643,507.2,2481
533,1,4,3830,12250,3478,11070,2784,8865,2069,6455,1521,4644,975.8,3172,677,2797
533,2,3,2230,8908,2019,8010,1610,6308,1185,4524,859.3,3250,542,2323,390.4,2174
533,2,4,2587,11470,2350,10420,1889,8380,1407,6101,1038,4286,692.4,2879,541.5,2478
534,1,3,2393,13910,2201,12800,1815,10560,1323,7724,863.4,5045,423.3,2578,148.7,1291
534,1,4,2820,16360,2594,15060,2142,12460,1559,9115,1017,5937,498.6,3003,182.2,1427
534,2,3,2231,13780,2053,12650,1699,10440,1243,7644,811.1,4999,395.5,2540,135.1,1216
534,2,4,2639,16230,2432,14920,2016,12320,1477,9028,962.3,5892,468.6,2970,163.8,1346
535,1,3,7924,13580,7110,12260,5596,9680,4088,7001,2946,5146,1655,3582,797.7,3103
535,1,4,9204,16590,8290,15040,6571,12000,4818,8721,3431,6325,1891,4253,880.7,3530
535,2,3,7426,13470,6672,12140,5236,9596,3835,6943,2759,5087,1553,3534,761.7,3063
535,2,4,8730,16420,7873,14860,6233,11860,4582,8632,3247,6260,1784,4206,842.7,3492
536,1,3,1765,8429,1581,7515,1233,5742,903.2,4006,684,2891,470.5,2169,370.4,2273
536,1,4,2051,10580,1848,9547,1461,7500,1087,5345,833.4,3750,601.1,2558,496.5,2564
536,2,3,2365,8861,2161,8018,1746,6351,1271,4564,872.9,3097,492.7,1999,303.7,1881
536,2,4,2727,10700,2499,9730,2029,7821,1486,5671,1026,3820,599.7,2365,414.7,2114
537,1,3,6249,12760,5696,11460,4597,9036,3359,6530,2314,4785,1231,3341,568.9,2902
537,1,4,7354,16180,6709,14640,5435,11760,3973,8566,2724,6136,1441,4143,681.8,3385
537,2,3,3962,13060,3579,11790,2838,9394,2072,6830,1480,4910,857.7,3307,504.6,2769
537,2,4,4652,16520,4213,15010,3371,12120,2466,8875,1747,6316,1018,4106,627.4,3232
538,1,3,2180,10170,1992,9221,1623,7419,1186,5327,808.2,3585,458.4,2132,280.8,1754
538,1,4,2538,12090,2325,11000,1907,8918,1402,6438,964.7,4309,573.2,2521,391.8,1977
538,2,3,2982,10980,2739,10040,2265,8169,1665,5926,1099,3918,559.6,2167,248.9,1572
538,2,4,3486,13020,3204,11930,2654,9778,1954,7108,1289,4678,662.3,2538,335.3,1767
539,1,3,5898,13830,5369,12510,4311,10030,3159,7288,2181,5194,1183,3500,572.6,2821
539,1,4,7077,18050,6464,16410,5229,13320,3846,9742,2624,6861,1405,4450,670,3264
539,2,3,4887,14170,4419,12780,3524,10210,2575,7448,1811,5363,1008,3477,530.4,2693
539,2,4,5640,18520,5112,16780,4100,13540,2999,9958,2093,7089,1157,4436,628,3107
540,1,3,2925,11800,2662,10730,2149,8611,1586,6308,1114,4434,692.2,2903,490.3,2478
540,1,4,3411,15660,3115,14360,2539,11750,1899,8679,1360,6025,918.6,3733,721.3,2818
540,2,3,2685,11050,2451,10090,2000,8162,1477,5974,1021,4105,594.8,2553,392.7,2074
540,2,4,3142,13770,2879,12660,2365,10390,1767,7680,1242,5263,780,3163,576.3,2343
541,1,3,2212,9421,1990,8400,1571,6508,1157,4635,883.6,3456,614.7,2531,480.4,2431
541,1,4,2610,11920,2368,10760,1911,8600,1436,6222,1111,4515,813.8,3042,665.1,2762
541,2,3,2307,8350,2096,7479,1676,5817,1233,4164,892.4,3031,556.4,2194,404.9,2161
541,2,4,2716,10650,2477,9669,2001,7769,1494,5656,1099,4004,726.7,2638,575.4,2438
542,1,3,1778,7794,1630,7140,1343,5817,979.3,4234,642.4,2776,324.8,1493,147,1067
542,1,4,2077,9101,1904,8352,1572,6829,1147,4977,751.6,3260,385.6,1732,204.6,1160
542,2,3,1643,9202,1507,8433,1240,6937,907.4,5040,598.2,3308,301.7,1700,125.7,978.5
542,2,4,1961,10950,1800,10050,1484,8301,1087,6032,717.1,3945,365.3,1995,171.3,1059
543,1,3,7373,14800,6650,13380,5251,10600,3824,7613,2706,5483,1516,3718,759.4,3175
543,1,4,8646,18390,7821,16720,6210,13380,4522,9653,3166,6826,1741,4475,847,3631
543,2,3,6419,14090,5796,12750,4582,10110,3357,7293,2398,5194,1354,3499,691.7,2980
543,2,4,7640,17680,6932,16090,5528,12900,4047,9342,2845,6523,1565,4233,777.6,3405
544,1,3,2261,8846,2036,7939,1602,6253,1176,4496,874.4,3275,580.2,2426,452.7,2340
544,1,4,2647,11780,2400,10740,1916,8713,1433,6363,1078,4476,763.7,3019,646.8,2648
544,2,3,2382,9461,2167,8535,1753,6819,1293,4904,916.1,3372,581,2201,428.6,1978
544,2,4,2809,12670,2563,11530,2093,9418,1570,6822,1152,4626,814,2799,657.6,2250
545,1,3,3911,13820,3532,12470,2779,9891,2041,7209,1489,5232,918.8,3539,603.8,2990
545,1,4,4536,17410,4111,15860,3259,12790,2410,9439,1757,6767,1106,4375,763.8,3392
545,2,3,3253,12450,2916,11150,2282,8644,1681,6210,1281,4605,840.8,3246,607.3,2918
545,2,4,3846,15560,3479,14100,2775,11220,2084,8191,1580,5943,1051,3894,796.9,3267
546,1,3,3363,12660,3088,11580,2539,9424,1866,6848,1233,4556,635.6,2541,290.9,1743
546,1,4,3838,14980,3528,13730,2905,11210,2142,8154,1418,5397,748,2989,389.6,1952
546,2,3,3174,14340,2921,13160,2409,10810,1761,7900,1160,5222,589.5,2781,261.1,1682
546,2,4,3729,16970,3434,15590,2840,12860,2079,9420,1370,6207,707.6,3274,350.6,1883
547,1,3,5159,15810,4652,14320,3685,11400,2684,8261,1924,5761,1097,3638,572.2,2841
547,1,4,6017,20650,5448,18780,4355,15020,3176,10930,2243,7543,1257,4575,653.1,3266
547,2,3,6521,15740,5930,14240,4788,11450,3515,8323,2433,5793,1320,3601,631.7,2779
547,2,4,7571,20420,6894,18540,5589,15010,4114,10960,2834,7563,1534,4531,742.6,3188
548,1,3,1710,7840,1558,7094,1260,5646,922.4,4083,638.4,2837,371.3,1846,236.3,1651
548,1,4,2009,9315,1836,8456,1495,6794,1104,4937,772.5,3404,471.9,2168,320.8,1837
548,2,3,1994,8573,1823,7822,1496,6310,1088,4602,730.5,3159,390.5,1894,209.3,1484
548,2,4,2410,10090,2208,9237,1823,7524,1332,5516,895.1,3780,489.1,2218,286.3,1647
549,1,3,3628,10600,3308,9532,2663,7426,1948,5346,1352,3920,770.4,2757,459.9,2436
549,1,4,4343,13450,3973,12200,3223,9684,2361,7025,1640,5020,952.5,3307,616.3,2753
549,2,3,3225,10430,2931,9367,2356,7413,1736,5389,1235,3854,733.8,2617,483.2,2259
549,2,4,3725,13660,3397,12420,2760,10070,2058,7385,1480,5059,924.4,3252,692.3,2591
550,1,3,1884,10510,1734,9643,1431,7928,1048,5797,684.8,3797,337.6,1934,128.6,1024
550,1,4,2193,12570,2021,11540,1669,9521,1223,6967,799.3,4546,396.5,2285,166.6,1137
550,2,3,1475,10530,1355,9673,1119,7982,819.7,5842,535.4,3816,265.6,1938,99.17,918.3
550,2,4,1732,12630,1593,11620,1316,9613,965.5,7031,629.3,4581,313.1,2300,123.6,1013
551,1,3,10360,15490,9371,13970,7383,11020,5423,8042,3845,5898,2134,4101,999.7,3484
551,1,4,11950,18910,10840,17110,8576,13620,6307,9981,4432,7262,2426,4925,1100,4011
551,2,3,9688,15220,8755,13730,6951,10900,5064,7903,3602,5788,2004,4024,955.8,3421
551,2,4,11170,18620,10130,16870,8085,13500,5901,9831,4151,7134,2276,4859,1053,3938
552,1,3,2453,9730,2229,8740,1776,6898,1306,4963,950.9,3610,625.9,2593,466.8,2447
552,1,4,2874,12700,2630,11530,2120,9353,1586,6820,1177,4889,833,3272,677.4,2806
552,2,3,2023,9150,1839,8342,1486,6670,1085,4772,764.6,3309,479,2204,359.8,2046
552,2,4,2373,11510,2165,10560,1761,8572,1296,6188,928.4,4281,625.3,2752,518.8,2351
553,1,3,3980,13280,3577,11970,2820,9439,2064,6823,1507,5027,921.4,3488,583.9,2944
553,1,4,4609,16980,4161,15440,3311,12340,2439,8982,1776,6501,1106,4326,735.1,3407
553,2,3,3670,12210,3315,10940,2645,8689,1931,6323,1390,4601,847.9,3164,569.8,2745
553,2,4,4302,15490,3902,14010,3141,11360,2308,8330,1667,5919,1043,3814,740,3124
554,1,3,1686,7975,1539,7271,1243,5824,906.5,4180,620.5,2830,359.7,1720,239,1485
554,1,4,1946,9646,1782,8838,1447,7159,1062,5169,735.2,3483,456.4,2041,342.2,1658
554,2,3,2094,9206,1922,8420,1576,6844,1152,4994,765.3,3344,408.6,1881,216.2,1372
554,2,4,2434,11010,2235,10100,1837,8260,1345,6049,895.5,4040,491.9,2232,299.4,1531
555,1,3,6395,15930,5784,14440,4597,11410,3360,8348,2386,6027,1344,3910,689.4,3137
555,1,4,7500,20670,6800,18800,5436,14980,3978,11050,2803,7862,1570,4861,819.1,3571
555,2,3,7293,16030,6634,14470,5359,11610,3925,8477,2701,6013,1460,3806,669.3,2934
555,2,4,8450,20660,7699,18700,6244,15160,4581,11120,3133,7791,1691,4752,803.7,3361
556,1,3,2994,9091,2741,8161,2233,6461,1636,4576,1104,3221,607.1,2275,363.7,2258
556,1,4,3551,11260,3261,10200,2671,8249,1964,5894,1330,4072,763.2,2714,523,2580
556,2,3,3061,8841,2799,7964,2277,6330,1667,4485,1120,3046,591.3,1934,297.5,1829
556,2,4,3639,10710,3331,9653,2717,7751,1991,5501,1335,3696,719.6,2259,421.7,2087
557,1,3,2807,10470,2498,9366,1932,7350,1427,5325,1105,3966,756.5,3057,566.8,2930
557,1,4,3288,13440,2952,12200,2329,9842,1753,7226,1352,5218,938.9,3711,726.4,3321
557,2,3,2341,10300,2116,9233,1682,7252,1246,5205,931,3760,623.2,2665,483,2510
557,2,4,2779,13530,2531,12250,2048,9849,1548,7163,1176,5030,834,3258,690.7,2830
558,1,3,2182,10290,2008,9401,1654,7642,1215,5540,802.3,3642,408.6,1949,174.2,1338
558,1,4,2555,12080,2352,11050,1942,9018,1428,6548,945.4,4289,489.3,2270,235.8,1490
558,2,3,2281,9865,2098,9042,1733,7371,1273,5351,834.1,3519,413.1,1852,148.8,1150
558,2,4,2707,11500,2491,10550,2060,8621,1514,6264,990.9,4104,491.3,2148,192,1277
559,1,3,6290,15470,5681,14020,4481,11170,3253,8094,2326,5637,1305,3687,662.1,3073
559,1,4,7172,20780,6483,18910,5132,15190,3731,11030,2659,7502,1481,4607,744.4,3511
559,2,3,7343,15080,6679,13580,5358,10840,3916,7852,2714,5521,1453,3525,639.8,2898
559,2,4,8346,20120,7602,18150,6116,14610,4471,10600,3088,7340,1650,4422,735,3315
560,1,3,3364,11670,3036,10460,2410,8168,1774,5894,1294,4208,778.9,2795,488,2566
560,1,4,3966,15060,3592,13610,2873,10840,2131,7923,1562,5603,977.5,3413,674.9,2900
560,2,3,2974,11860,2709,10740,2190,8561,1603,6221,1113,4293,657.3,2613,448.3,2230
560,2,4,3479,15240,3181,13850,2590,11170,1908,8173,1337,5580,851.9,3210,668.6,2523
561,1,3,4022,13540,3592,12070,2781,9382,2018,6699,1515,4985,954.6,3727,638.6,3522
561,1,4,4716,16890,4236,15240,3321,12150,2416,8808,1783,6413,1107,4487,763.9,4021
561,2,3,4373,12580,3942,11260,3114,8763,2273,6320,1644,4661,991.1,3492,633.5,3373
561,2,4,5055,15630,4574,14180,3644,11360,2676,8341,1933,5941,1182,4130,803.4,3814
562,1,3,2082,9227,1904,8379,1556,6680,1141,4794,768.6,3242,411.1,1937,222.5,1599
562,1,4,2441,10660,2237,9697,1837,7772,1351,5605,911.1,3777,498.9,2229,295.4,1778
562,2,3,2496,9457,2296,8621,1886,7008,1384,5052,910.1,3341,460.4,1875,190.9,1384
562,2,4,2947,11000,2711,10040,2231,8207,1639,5938,1076,3925,547.8,2179,251.2,1536
563,1,3,6896,16750,6256,14970,4999,11760,3647,8415,2554,6033,1398,3991,671.6,3221
563,1,4,7956,21590,7230,19380,5797,15370,4234,11030,2955,7828,1614,4977,786.4,3711
563,2,3,5788,15640,5234,14070,4170,11110,3045,8108,2168,5853,1235,3895,645.5,3131
563,2,4,6624,20040,6007,18150,4812,14480,3516,10630,2492,7607,1421,4850,771.6,3593
564,1,3,3324,8584,3052,7802,2507,6274,1838,4550,1226,3102,641.3,1978,316.1,1792
564,1,4,3928,10790,3612,9881,2976,8087,2185,5951,1459,4003,784.2,2359,460.4,1986
564,2,3,1739,9354,1591,8514,1299,6882,959.1,4982,664.3,3375,389.2,1982,256,1589
564,2,4,2072,11210,1901,10230,1566,8345,1174,6074,830.6,4098,523,2335,376.3,1777
565,1,3,3233,12210,2885,10840,2223,8394,1615,6010,1245,4473,839.9,3249,604.7,3018
565,1,4,3760,15370,3379,13820,2644,11000,1939,8046,1483,5849,1024,3915,763.4,3396
565,2,3,3203,11320,2878,10080,2289,7835,1692,5596,1242,4109,791.9,2871,535.1,2735
565,2,4,3785,14520,3419,13070,2754,10410,2068,7606,1532,5496,1037,3518,751.8,3093
566,1,3,1897,9995,1740,9159,1429,7437,1043,5424,691.1,3618,352,1970,155.1,1282
566,1,4,2220,11630,2038,10670,1677,8686,1225,6346,810.7,4235,416.2,2290,202.2,1410
566,2,3,1704,10560,1563,9650,1277,7875,934.2,5734,619.8,3807,314.8,2058,143.8,1270
566,2,4,1997,12230,1832,11180,1498,9143,1097,6668,727.5,4419,371,2374,186.1,1399
567,1,3,10210,15790,9244,14210,7393,11240,5399,8157,3789,6001,2050,4141,891.8,3572
567,1,4,12170,19480,11050,17640,8892,14130,6498,10340,4507,7514,2391,5008,993.3,4143
567,2,3,8982,15500,8107,14020,6441,11130,4731,8079,3350,5896,1835,4014,815.1,3420
567,2,4,10670,19250,9663,17490,7732,14070,5680,10320,3972,7441,2134,4887,910.5,3974
568,1,3,2140,8713,1935,7820,1531,6129,1121,4432,833.8,3224,560.9,2314,450.8,2141
568,1,4,2490,11470,2260,10420,1806,8408,1341,6155,1023,4396,749.5,2923,663.9,2418
568,2,3,2342,8975,2140,8156,1741,6498,1285,4679,893.8,3232,533.6,2087,353.9,1893
568,2,4,2766,11210,2538,10250,2081,8275,1550,6003,1095,4127,705.1,2556,520.6,2135
569,1,3,4152,13810,3700,12430,2866,9854,2091,7107,1568,5047,960.2,3355,559.9,2714
569,1,4,4785,18240,4289,16530,3362,13280,2457,9610,1813,6706,1105,4237,654.5,3121
569,2,3,4256,13340,3836,11960,3035,9339,2234,6800,1630,5061,975.9,3421,586.8,2772
569,2,4,4952,16920,4485,15290,3581,12110,2653,8873,1918,6519,1148,4227,712.8,3139
570,1,3,2668,10600,2441,9677,1998,7825,1459,5686,973.2,3818,515.7,2176,285.1,1635
570,1,4,3100,12670,2841,11600,2334,9446,1709,6896,1137,4602,622.8,2547,408.5,1809
570,2,3,2416,11630,2219,10650,1828,8725,1340,6343,888.1,4194,462.7,2249,226.6,1431
570,2,4,2802,13950,2575,12780,2126,10510,1559,7643,1034,5035,552.7,2658,320.5,1590
571,1,3,5774,14090,5243,12710,4173,10110,3039,7269,2130,5179,1175,3451,572.8,3018
571,1,4,6661,18140,6059,16420,4839,13210,3531,9531,2462,6668,1354,4242,662.3,3481
571,2,3,6509,13850,5924,12500,4798,9913,3511,7158,2406,5116,1280,3339,572.4,2844
571,2,4,7463,17580,6801,15910,5524,12730,4051,9218,2770,6530,1472,4086,667.1,3267
572,1,3,1883,9737,1703,8834,1352,7058,1001,5153,748.1,3656,514.9,2473,419,2303
572,1,4,2222,12550,2021,11480,1638,9387,1244,6929,959.8,4873,705.9,3060,599.8,2605
572,2,3,2601,9919,2376,8999,1942,7234,1420,5251,975,3638,561.2,2290,356.8,2004
572,2,4,3012,12260,2757,11180,2262,9120,1664,6668,1152,4556,702.6,2728,504.1,2262
573,1,3,3515,11610,3166,10370,2492,8101,1837,5847,1356,4301,851.6,3187,570.9,3015
573,1,4,4229,14980,3830,13540,3048,10860,2263,7931,1665,5652,1064,3842,762.5,3399
573,2,3,2544,10710,2303,9623,1833,7598,1347,5394,983,3822,655.5,2704,510.2,2618
573,2,4,3004,13900,2730,12600,2197,10150,1634,7314,1206,5069,851.7,3271,719.7,2954
574,1,3,2539,14070,2327,12930,1905,10580,1405,7722,948.8,5051,526.5,2608,315.2,1501
574,1,4,2974,17010,2730,15660,2244,12890,1667,9447,1141,6155,680.5,3117,468.5,1678
574,2,3,3036,14970,2791,13770,2299,11310,1684,8272,1116,5432,581.9,2747,298.3,1483
574,2,4,3492,18180,3215,16760,2654,13850,1948,10150,1299,6628,708.9,3290,432.5,1669
575,1,3,6153,17130,5526,15390,4324,12190,3148,8769,2294,6305,1336,4109,731.6,3475
575,1,4,7120,22650,6423,20410,5068,16320,3692,11740,2652,8313,1513,5149,820.9,4052
575,2,3,5635,16190,5062,14590,3952,11490,2888,8337,2097,5905,1214,3876,660.5,3253
575,2,4,6457,21290,5819,19240,4576,15290,3346,11120,2400,7753,1368,4890,741,3804
576,1,3,2324,10400,2083,9255,1627,7207,1192,5134,908.2,3709,620.2,2637,480.2,2487
576,1,4,2705,13250,2436,11930,1925,9541,1428,6884,1099,4836,797.7,3169,661.3,2784
576,2,3,3119,10030,2842,9023,2305,7120,1695,5121,1168,3537,665.9,2300,420.9,2085
576,2,4,3628,12720,3311,11540,2696,9281,1990,6765,1382,4563,843.7,2759,628,2338
577,1,3,4837,13430,4383,12020,3498,9435,2561,6894,1823,5046,1042,3429,603.4,2992
577,1,4,5605,16760,5090,15150,4081,12120,2996,8990,2129,6477,1222,4166,738.8,3396
577,2,3,3895,12250,3526,11010,2815,8618,2068,6212,1507,4489,919.2,3154,610.1,2876
577,2,4,4668,15550,4245,14130,3420,11300,2533,8217,1836,5760,1129,3778,783.2,3235
578,1,3,2047,9867,1869,9008,1529,7287,1120,5281,747.5,3485,390.4,1897,199.2,1408
578,1,4,2364,11870,2161,10870,1773,8832,1299,6407,868.2,4196,465.7,2210,275,1567
578,2,3,2043,10490,1876,9607,1545,7854,1130,5734,744.3,3775,374.7,1994,164.8,1249
578,2,4,2346,12540,2156,11500,1777,9437,1301,6898,856.8,4525,436.3,2348,221.2,1386
579,1,3,5587,13410,5066,12200,4037,9714,2959,7066,2076,4999,1144,3311,552.2,2754
579,1,4,6361,17300,5778,15830,4620,12750,3391,9326,2366,6508,1301,4134,644.1,3163
579,2,3,4407,13790,4000,12500,3189,10010,2340,7270,1654,5089,950,3344,548.9,2795
579,2,4,5174,17630,4712,16060,3784,13010,2784,9484,1956,6519,1123,4098,656.4,3191
580,1,3,1691,7649,1544,6992,1254,5703,921.2,4176,643.6,2844,385.3,1705,276.4,1450
580,1,4,1965,9906,1798,9131,1470,7558,1090,5594,780.1,3793,518.5,2153,422,1622
580,2,3,2048,8471,1879,7765,1550,6376,1133,4680,755.1,3131,404.4,1750,238.3,1304
580,2,4,2399,10600,2202,9763,1821,8096,1334,5975,892.7,3995,502.1,2183,359.2,1465
581,1,3,5570,13720,5069,12460,4068,9851,2987,7238,2080,5206,1165,3414,631,2808
581,1,4,6363,17900,5799,16390,4673,13160,3444,9735,2400,6909,1372,4295,807.7,3222
581,2,3,3487,12420,3151,11190,2513,8913,1857,6469,1355,4609,856.7,3084,613.1,2610
581,2,4,4084,16220,3706,14720,2987,11970,2234,8757,1649,6121,1100,3910,850.9,2986
582,1,3,2042,8629,1878,7887,1551,6402,1134,4653,744.2,3036,368.3,1581,135.9,1055
582,1,4,2366,10070,2176,9213,1799,7501,1315,5457,863.1,3553,428.9,1823,170.6,1145
582,2,3,1840,8491,1693,7768,1399,6356,1027,4610,673.3,3021,332.7,1560,117.5,927.1
582,2,4,2124,9865,1955,9037,1617,7409,1189,5377,778.1,3517,385.6,1794,145.8,992.1
583,1,3,11660,14790,10610,13290,8561,10510,6280,7545,4304,5366,2262,3700,914.9,3332
583,1,4,13550,18540,12370,16750,10020,13420,7355,9660,5009,6691,2605,4352,1017,3767
583,2,3,11140,14370,10130,12940,8192,10200,6034,7357,4120,5231,2161,3600,871.1,3201
583,2,4,13040,18050,11890,16380,9651,13090,7123,9478,4829,6565,2506,4255,969.2,3619
584,1,3,3545,9458,3244,8506,2646,6727,1939,4770,1310,3360,710.4,2392,379.6,2325
584,1,4,4120,11410,3778,10320,3092,8300,2274,5942,1538,4137,851,2841,491.6,2626
584,2,3,2778,10330,2538,9402,2072,7516,1510,5435,1016,3706,554.7,2280,313.3,1946
584,2,4,3265,12200,2988,11150,2449,8983,1790,6527,1206,4412,672.4,2647,411.1,2176
585,1,3,6213,13250,5671,11990,4602,9584,3394,7031,2315,5032,1245,3298,586.3,2661
