RunNumber,Turbine,m,RootMxb1,RootMyb1,Spn1MLxb1,Spn1MLyb1,Spn2MLxb1,Spn2MLyb1,Spn3MLxb1,Spn3MLyb1,Spn4MLxb1,Spn4MLyb1,Spn5MLxb1,Spn5MLyb1,Spn6MLxb1,Spn6MLyb1
26,2,11,6051,3534,4829,3495,2818,2307,1250,1213,407.1,487.1,62.58,101.4,0.9005,1.736
26,2,12,6151,3698,4908,3652,2864,2415,1270,1269,414.4,507.3,63.82,105,0.9193,1.793
26,2,13,6239,3847,4976,3794,2904,2512,1289,1320,420.9,526,64.92,108.4,0.9361,1.846
27,1,9,6513,6716,4911,6603,2931,4397,1357,2343,464.4,957.9,76.23,198.9,1.19,3.709
27,1,10,6652,7054,5015,6935,2994,4622,1387,2466,475.9,1009,78.82,209.3,1.237,3.905
27,1,11,6773,7366,5105,7240,3049,4827,1413,2579,486.2,1057,81.27,218.8,1.281,4.088
27,1,12,6881,7654,5183,7519,3097,5017,1436,2683,495.5,1100,83.6,227.7,1.323,4.256
27,1,13,6977,7918,5252,7774,3140,5190,1457,2778,504.2,1140,85.8,235.8,1.363,4.412
27,2,9,6577,6560,4997,6424,2974,4387,1370,2352,473.1,980,77.54,210.8,1.199,3.91
27,2,10,6716,6860,5101,6710,3036,4596,1400,2467,484.8,1029,79.82,221.6,1.236,4.11
27,2,11,6836,7132,5191,6970,3090,4787,1426,2573,495.3,1073,81.89,231.5,1.27,4.292
27,2,12,6941,7381,5269,7210,3137,4962,1449,2670,504.7,1114,83.8,240.6,1.301,4.458
27,2,13,7034,7611,5338,7430,3179,5123,1469,2760,513.4,1151,85.58,248.9,1.331,4.611
28,1,9,6174,3868,4877,3602,2863,2409,1289,1260,427.2,505.4,65.89,107.6,0.9647,1.947
28,1,10,6307,4117,4980,3791,2924,2544,1317,1335,437,534.4,67.54,113.8,0.9897,2.062
28,1,11,6419,4337,5065,3960,2975,2666,1341,1402,445.4,560.7,68.97,119.5,1.012,2.167
28,1,12,6514,4533,5139,4114,3018,2775,1361,1462,452.7,584.6,70.24,124.6,1.031,2.261
28,1,13,6598,4708,5202,4252,3056,2874,1379,1516,459.1,606.2,71.38,129.3,1.049,2.346
28,2,9,5883,2740,4692,2593,2741,1713,1220,982.9,397.3,415.9,60.19,83.62,0.856,1.341
28,2,10,6020,2915,4799,2716,2805,1803,1249,1042,407.1,441.1,61.81,88.24,0.8799,1.408
28,2,11,6136,3072,4890,2827,2858,1885,1273,1095,415.5,463.7,63.21,92.45,0.9008,1.469
28,2,12,6235,3211,4966,2928,2903,1960,1293,1143,422.7,484,64.46,96.27,0.9194,1.525
28,2,13,6321,3335,5033,3019,2942,2027,1311,1186,429.1,502.3,65.58,99.74,0.9362,1.576
29,1,9,6611,4861,5100,4959,3033,3235,1394,1680,475.9,709.8,76.2,152.7,1.155,2.816
29,1,10,6754,5087,5202,5181,3095,3378,1425,1755,487.5,743.5,78.21,160,1.187,2.942
29,1,11,6876,5290,5288,5384,3148,3508,1451,1822,497.7,774,79.98,166.6,1.215,3.056
29,1,12,6984,5474,5361,5569,3194,3626,1474,1884,506.8,801.9,81.56,172.6,1.24,3.16
29,1,13,7080,5641,5426,5740,3235,3734,1495,1940,515,827.3,82.98,178.2,1.263,3.255
29,2,9,6254,4199,4956,4038,2936,2676,1337,1456,449.3,626.9,70.9,133.1,1.035,2.266
29,2,10,6400,4474,5066,4283,3003,2841,1369,1549,461,668.9,72.94,141.8,1.066,2.406
29,2,11,6525,4722,5159,4506,3059,2991,1397,1634,471.2,706.8,74.73,149.8,1.093,2.535
29,2,12,6633,4945,5238,4708,3108,3127,1420,1710,480.2,740.6,76.34,156.9,1.118,2.652
29,2,13,6728,5145,5307,4891,3150,3250,1441,1778,488.3,771,77.8,163.4,1.14,2.758
30,1,9,5799,2073,4599,2315,2678,1451,1187,711.4,382.6,276.1,57.12,59.29,0.8035,1.066
30,1,10,5935,2213,4706,2444,2740,1537,1215,752.8,391.6,291.4,58.5,62.35,0.8232,1.12
30,1,11,6049,2342,4796,2565,2793,1617,1238,791,399.2,305.6,59.67,65.21,0.8398,1.172
30,1,12,6146,2460,4873,2679,2837,1691,1258,826.4,405.7,318.7,60.66,67.87,0.8542,1.22
30,1,13,6230,2567,4939,2785,2876,1760,1275,859,411.3,330.8,61.53,70.34,0.8667,1.264
30,2,9,5704,1634,4515,1949,2626,1199,1161,584,371.8,227,55.29,49.36,0.7711,0.8423
30,2,10,5840,1738,4623,2047,2689,1267,1189,619.2,380.7,240.7,56.63,52.15,0.79,0.8849
30,2,11,5954,1834,4713,2140,2742,1332,1212,652.2,388.1,253.5,57.75,54.77,0.8059,0.9253
30,2,12,6051,1922,4790,2227,2786,1392,1232,682.8,394.5,265.4,58.71,57.22,0.8194,0.9634
30,2,13,6134,2002,4856,2310,2825,1448,1249,711,399.9,276.4,59.53,59.49,0.8311,0.9991
31,1,9,6284,5400,4867,5263,2890,3543,1326,1957,445.3,823.7,69.55,169.1,1.054,3.069
31,1,10,6408,5672,4967,5503,2949,3717,1353,2062,454.8,867.8,71.1,177.7,1.078,3.223
31,1,11,6513,5919,5053,5719,3001,3874,1377,2155,463,906.9,72.46,185.2,1.099,3.36
31,1,12,6603,6142,5128,5915,3046,4015,1398,2239,470.1,941.7,73.66,192,1.118,3.481
31,1,13,6682,6344,5193,6092,3085,4142,1416,2314,476.5,972.8,74.74,197.9,1.135,3.59
31,2,9,6395,6200,4894,5985,2898,4151,1319,2325,446.6,1024,71.61,210.4,1.107,3.697
31,2,10,6525,6545,4995,6294,2959,4380,1347,2461,456.9,1084,73.64,222.3,1.142,3.897
31,2,11,6636,6853,5081,6571,3010,4583,1371,2581,466.1,1137,75.49,232.7,1.174,4.074
31,2,12,6733,7129,5157,6819,3056,4765,1392,2688,474.4,1185,77.22,242,1.203,4.231
31,2,13,6818,7377,5224,7042,3096,4929,1411,2784,482,1227,78.85,250.3,1.231,4.371
32,1,9,6434,5667,5025,5517,2983,3685,1364,1969,465.3,776.5,73.7,153.8,1.093,2.842
32,1,10,6583,6048,5132,5881,3049,3936,1397,2106,477.4,828.5,75.72,163,1.125,3.014
32,1,11,6712,6388,5224,6207,3106,4161,1425,2227,488,875.1,77.51,171.4,1.152,3.17
32,1,12,6826,6692,5303,6500,3155,4362,1450,2336,497.5,916.9,79.11,179,1.178,3.312
32,1,13,6927,6965,5373,6764,3199,4542,1473,2432,506,954.3,80.56,185.8,1.201,3.44
32,2,9,6217,3773,4889,4038,2900,2677,1328,1414,448.7,570.3,71.03,112.5,1.029,1.933
32,2,10,6366,4002,5004,4276,2971,2838,1361,1501,461,604.2,73.16,118.3,1.06,2.029
32,2,11,6494,4206,5102,4492,3031,2983,1390,1579,471.6,634.9,75.03,123.6,1.088,2.118
32,2,12,6604,4388,5186,4686,3083,3112,1415,1649,481.1,662.6,76.71,128.5,1.112,2.2
32,2,13,6701,4550,5260,4861,3128,3229,1437,1712,489.5,687.7,78.23,132.9,1.135,2.275
33,1,9,6589,6035,5083,5900,3022,4040,1390,2212,479.4,926.4,78.32,186.8,1.184,3.376
33,1,10,6733,6339,5187,6206,3085,4252,1422,2329,491.8,974.3,80.67,195.9,1.22,3.541
33,1,11,6857,6609,5275,6483,3139,4442,1449,2435,502.8,1017,82.79,203.9,1.252,3.689
33,1,12,6968,6852,5353,6735,3186,4613,1473,2529,512.8,1055,84.72,211.2,1.282,3.822
33,1,13,7067,7070,5421,6963,3228,4769,1495,2614,521.9,1089,86.48,217.7,1.309,3.941
33,2,9,6386,5201,5057,5050,2995,3397,1365,1819,461.5,760.7,73.83,156.3,1.088,2.668
33,2,10,6528,5498,5164,5333,3062,3590,1397,1921,473.3,803,75.92,164.4,1.118,2.805
33,2,11,6649,5763,5256,5588,3118,3764,1424,2013,483.6,841.6,77.78,171.9,1.145,2.931
33,2,12,6754,6002,5334,5818,3168,3922,1448,2096,492.8,876.8,79.48,178.7,1.169,3.047
33,2,13,6847,6217,5403,6025,3211,4064,1469,2173,501.2,909,81.04,184.9,1.191,3.152
34,1,9,5905,3071,4727,3170,2771,2074,1236,1069,404,441.7,61.5,91.13,0.8827,1.582
34,1,10,6042,3284,4836,3382,2836,2216,1265,1142,413.9,471,63.12,96.59,0.9073,1.668
34,1,11,6158,3474,4927,3572,2890,2343,1289,1208,422.4,497.4,64.52,101.6,0.9289,1.748
34,1,12,6256,3644,5005,3742,2936,2456,1310,1266,429.7,521.1,65.75,106.2,0.948,1.822
34,1,13,6342,3795,5072,3895,2976,2557,1329,1319,436.1,542.3,66.85,110.4,0.9654,1.89
34,2,9,5669,2209,4577,2247,2663,1449,1167,786.8,371.1,330.3,55.03,71.17,0.7714,1.216
34,2,10,5803,2331,4685,2387,2726,1544,1195,836.6,380,348.8,56.37,74.73,0.7905,1.273
34,2,11,5916,2442,4776,2516,2779,1631,1218,881.7,387.4,365.7,57.5,78.01,0.8068,1.326
34,2,12,6011,2543,4854,2633,2824,1709,1238,922.5,393.7,381.2,58.47,81.02,0.8207,1.375
34,2,13,6094,2635,4920,2739,2863,1779,1255,959.3,399.2,395.4,59.3,83.79,0.8329,1.419
35,1,9,6393,5856,4936,5658,2932,3892,1340,2165,454.9,929.7,73.13,196,1.125,3.549
35,1,10,6526,6150,5034,5929,2992,4090,1368,2282,466,980.3,75.3,206.4,1.161,3.737
35,1,11,6641,6414,5118,6171,3042,4266,1393,2386,475.8,1025,77.3,215.8,1.194,3.905
35,1,12,6741,6651,5190,6388,3087,4424,1414,2480,484.8,1066,79.16,224.2,1.225,4.055
35,1,13,6831,6866,5253,6584,3125,4566,1433,2565,493,1102,80.9,231.7,1.254,4.191
35,2,9,6561,5535,5097,5486,3031,3738,1388,2061,479,875,77.84,184.1,1.181,3.265
35,2,10,6703,5778,5198,5737,3093,3909,1419,2157,491.3,914.8,80.17,192.5,1.217,3.409
35,2,11,6825,5993,5284,5959,3146,4061,1445,2242,502.3,949.8,82.29,200,1.249,3.536
35,2,12,6933,6183,5358,6157,3191,4195,1469,2317,512.2,980.8,84.23,206.6,1.279,3.648
35,2,13,7030,6354,5423,6335,3232,4316,1490,2384,521.3,1009,86.02,212.5,1.306,3.749
36,1,9,6166,3236,4849,3403,2859,2218,1297,1196,435.2,504.1,67.55,100.4,0.9688,1.637
36,1,10,6309,3422,4958,3573,2925,2328,1328,1259,446.3,530.1,69.4,104.8,0.9958,1.705
36,1,11,6430,3592,5049,3730,2980,2429,1354,1317,455.9,554.3,71.02,108.9,1.02,1.769
36,1,12,6535,3747,5127,3874,3027,2522,1377,1370,464.4,576.9,72.47,112.7,1.041,1.828
36,1,13,6626,3887,5195,4007,3068,2607,1397,1420,472,597.7,73.79,116.2,1.06,1.884
36,2,9,5803,2330,4616,2473,2695,1599,1196,885.4,387.5,381.1,58.58,78.92,0.8319,1.267
36,2,10,5942,2447,4725,2578,2759,1669,1225,927.6,397,399,60.11,82.14,0.8542,1.315
36,2,11,6058,2554,4816,2672,2812,1733,1248,966.6,405.1,415.5,61.43,85.09,0.8735,1.359
36,2,12,6157,2653,4893,2757,2857,1792,1269,1003,412,430.9,62.58,87.81,0.8904,1.4
36,2,13,6243,2744,4960,2834,2896,1845,1286,1036,418.1,445.1,63.59,90.33,0.9055,1.439
37,1,9,6527,4557,5040,4585,2989,3062,1366,1657,462.6,710.6,73.57,146.9,1.118,2.635
37,1,10,6661,4780,5138,4803,3049,3205,1394,1734,473,745.7,75.32,153.9,1.146,2.756
37,1,11,6775,4984,5221,5005,3100,3336,1419,1804,481.9,777.6,76.86,160.2,1.171,2.866
37,1,12,6873,5172,5293,5193,3144,3458,1440,1867,489.8,806.4,78.23,165.9,1.193,2.966
37,1,13,6960,5345,5355,5368,3182,3569,1459,1924,496.9,832.6,79.47,171.1,1.213,3.057
37,2,9,6106,4299,4873,3971,2873,2678,1293,1464,427.6,614.6,66.64,123.2,0.979,2.127
37,2,10,6240,4562,4978,4201,2937,2834,1322,1551,437.8,649,68.33,129.3,1.005,2.232
37,2,11,6354,4798,5067,4408,2990,2976,1347,1630,446.4,680.3,69.8,134.9,1.028,2.329
37,2,12,6451,5010,5142,4593,3036,3103,1368,1702,454,708.8,71.1,140,1.048,2.418
37,2,13,6535,5201,5208,4761,3076,3218,1387,1767,460.6,734.8,72.25,144.7,1.067,2.499
38,1,9,5688,1581,4539,1967,2636,1199,1163,598.8,371.9,243.4,55.17,52.92,0.7701,0.8764
38,1,10,5825,1656,4648,2051,2699,1253,1191,623.9,380.9,252.9,56.51,55.01,0.789,0.9072
38,1,11,5939,1724,4739,2127,2752,1301,1214,646.7,388.3,261.4,57.63,56.93,0.8048,0.9356
38,1,12,6036,1785,4817,2198,2797,1346,1234,667.6,394.7,269,58.59,58.69,0.8183,0.9619
38,1,13,6120,1841,4884,2264,2836,1388,1251,686.8,400.2,275.9,59.42,60.3,0.83,0.9862
38,2,9,5678,1410,4549,1768,2653,1077,1168,535.4,372.9,225.3,55.04,49.18,0.7605,0.8227
38,2,10,5816,1477,4660,1843,2718,1129,1197,560.2,382,235.3,56.4,51.06,0.7795,0.852
38,2,11,5933,1539,4754,1912,2773,1176,1221,583,389.7,244.4,57.54,52.78,0.7954,0.8789
38,2,12,6031,1597,4833,1976,2819,1221,1241,604,396.2,252.8,58.52,54.36,0.809,0.9037
38,2,13,6116,1650,4901,2036,2859,1262,1259,623.5,401.8,260.6,59.36,55.81,0.8208,0.9267
39,1,9,6394,6399,5019,6206,3030,4192,1416,2258,484.6,945.6,77.01,197.9,1.171,3.782
39,1,10,6525,6746,5134,6540,3102,4434,1451,2399,496.9,1007,79.07,209.5,1.202,4.002
39,1,11,6637,7063,5233,6846,3165,4656,1481,2527,507.8,1062,80.91,220.1,1.231,4.202
39,1,12,6734,7352,5321,7126,3221,4857,1508,2643,517.5,1112,82.57,229.8,1.256,4.384
39,1,13,6820,7615,5399,7382,3272,5040,1533,2747,526.4,1157,84.08,238.5,1.28,4.55
39,2,9,6357,6716,4969,6566,2980,4485,1378,2416,466.4,1006,74,205.5,1.135,3.821
39,2,10,6487,7126,5083,6970,3051,4770,1411,2575,477.8,1073,76.01,218,1.169,4.045
39,2,11,6599,7500,5183,7339,3113,5029,1440,2718,487.9,1133,77.83,229.3,1.201,4.25
39,2,12,6696,7838,5271,7673,3168,5263,1466,2846,497,1187,79.51,239.6,1.23,4.436
39,2,13,6782,8145,5350,7976,3218,5473,1490,2961,505.4,1235,81.07,249,1.259,4.607
40,1,9,6060,2867,4798,3111,2805,1971,1248,993.6,408.2,390.2,62.58,87.01,0.9208,1.649
40,1,10,6184,3020,4895,3283,2861,2081,1274,1048,416.9,409.3,64.01,91.18,0.9425,1.732
40,1,11,6289,3160,4975,3440,2909,2181,1296,1098,424.3,426.5,65.25,94.98,0.9612,1.809
40,1,12,6379,3286,5043,3583,2949,2271,1314,1143,430.7,442.1,66.34,98.46,0.9777,1.881
40,1,13,6456,3401,5102,3713,2984,2353,1330,1183,436.2,456.2,67.3,101.6,0.9924,1.946
40,2,9,5934,2249,4702,2561,2759,1627,1235,831.5,405.2,336.6,62.15,73.88,0.8866,1.277
40,2,10,6071,2360,4810,2692,2823,1716,1264,876.5,415.1,352.6,63.79,77.25,0.9109,1.329
40,2,11,6186,2459,4900,2812,2876,1796,1289,917.5,423.6,367.1,65.2,80.31,0.9321,1.377
40,2,12,6284,2549,4977,2922,2921,1870,1309,955,430.9,380.2,66.45,83.09,0.9509,1.42
40,2,13,6369,2630,5044,3023,2960,1937,1328,989,437.3,392.1,67.56,85.63,0.9679,1.459
41,1,9,6576,4829,5010,4973,2979,3368,1371,1812,469.6,792.4,75.59,173.1,1.156,3.182
41,1,10,6718,5056,5111,5198,3041,3531,1401,1906,481.3,836.2,77.73,183.2,1.19,3.365
41,1,11,6841,5260,5197,5401,3094,3679,1428,1991,491.7,875.4,79.64,192.2,1.22,3.53
41,1,12,6949,5446,5272,5585,3141,3812,1451,2068,501,910.7,81.36,200.3,1.247,3.679
41,1,13,7046,5614,5337,5751,3182,3933,1472,2138,509.3,942.7,82.92,207.7,1.272,3.814
41,2,9,6497,4791,5041,4746,2983,3181,1367,1679,464.7,695.1,74.45,142.9,1.128,2.555
41,2,10,6635,5064,5142,4997,3044,3351,1396,1770,475.3,732.6,76.3,150,1.157,2.678
41,2,11,6753,5310,5227,5226,3095,3505,1421,1852,484.5,766.4,77.91,156.4,1.184,2.79
41,2,12,6856,5532,5300,5433,3139,3643,1443,1925,492.7,796.9,79.35,162.2,1.207,2.891
41,2,13,6947,5732,5363,5621,3178,3768,1463,1992,499.9,824.5,80.64,167.5,1.228,2.983
42,1,9,6120,3453,4852,3695,2866,2455,1293,1304,429.1,535.3,66.59,107.1,0.9647,1.846
42,1,10,6262,3653,4960,3900,2930,2599,1323,1383,439.8,567.1,68.35,112.7,0.9912,1.935
42,1,11,6382,3834,5051,4086,2985,2729,1349,1454,448.9,596.1,69.89,117.8,1.014,2.018
42,1,12,6485,3999,5129,4255,3032,2847,1371,1519,456.9,622.5,71.24,122.5,1.035,2.093
42,1,13,6576,4148,5196,4409,3073,2954,1391,1578,463.9,646.4,72.45,126.9,1.053,2.162
42,2,9,5882,2539,4617,3013,2702,1949,1205,1026,394.9,414.7,60.49,86.36,0.8648,1.466
42,2,10,6023,2661,4725,3153,2766,2045,1233,1081,404.7,436.2,62.07,90.69,0.888,1.54
42,2,11,6141,2770,4816,3280,2819,2131,1257,1131,412.9,455.8,63.43,94.68,0.9079,1.608
42,2,12,6243,2870,4893,3395,2864,2209,1278,1176,420,473.8,64.61,98.36,0.9253,1.671
42,2,13,6330,2960,4960,3499,2903,2280,1296,1217,426.3,490.3,65.65,101.7,0.9407,1.728
43,1,9,6262,5356,4799,5092,2834,3481,1290,1945,430.7,807.5,67.2,163.7,1.029,2.942
43,1,10,6386,5653,4894,5327,2892,3665,1317,2061,440,855.9,68.79,172.7,1.056,3.096
43,1,11,6491,5925,4976,5539,2941,3833,1340,2165,448.1,899.3,70.2,180.8,1.079,3.235
43,1,12,6583,6174,5046,5732,2984,3986,1360,2259,455.3,938.4,71.48,188.2,1.101,3.361
43,1,13,6663,6401,5109,5910,3022,4126,1378,2344,461.7,973.7,72.67,194.8,1.122,3.474
43,2,9,6431,5812,4907,5485,2903,3811,1323,2133,449.5,914.7,72.64,187.1,1.136,3.361
43,2,10,6565,6137,5004,5741,2961,4009,1351,2253,460.5,967.2,74.9,197.3,1.176,3.54
43,2,11,6680,6432,5086,5970,3012,4187,1375,2360,470.2,1014,76.98,206.4,1.213,3.699
43,2,12,6781,6700,5157,6175,3055,4347,1397,2457,479.1,1056,78.91,214.5,1.248,3.841
43,2,13,6872,6944,5220,6360,3094,4493,1416,2544,487.2,1094,80.71,221.9,1.28,3.97
44,1,9,6254,3822,4945,3809,2923,2518,1327,1340,444.2,557.2,70.18,116.1,1.021,1.977
44,1,10,6396,4059,5056,4028,2990,2670,1358,1423,455.2,589.9,72.04,122.8,1.049,2.086
44,1,11,6516,4273,5150,4229,3047,2810,1384,1499,464.7,619.6,73.67,129,1.073,2.187
44,1,12,6619,4467,5231,4412,3096,2938,1407,1568,473.1,646.5,75.11,134.6,1.094,2.28
44,1,13,6709,4643,5302,4580,3140,3055,1428,1630,480.6,670.9,76.42,139.8,1.113,2.365
44,2,9,5861,2567,4668,2887,2735,1864,1217,938,397.6,388.3,61.02,83.81,0.8738,1.416
44,2,10,6000,2714,4777,3046,2800,1969,1247,988.3,407.7,408.2,62.67,88.03,0.8978,1.485
44,2,11,6117,2849,4869,3191,2855,2065,1272,1034,416.3,426.5,64.1,91.96,0.9186,1.551
44,2,12,6217,2973,4948,3323,2901,2151,1293,1076,423.7,443.5,65.36,95.62,0.9368,1.613
44,2,13,6304,3087,5015,3444,2941,2230,1311,1114,430.3,459.1,66.48,99.01,0.953,1.67
45,1,9,6438,4793,4987,4573,2949,3040,1344,1607,454.6,664.9,72.47,142.6,1.088,2.587
45,1,10,6572,5064,5087,4799,3009,3194,1372,1689,464.8,696.7,74.32,149.5,1.118,2.712
45,1,11,6686,5307,5172,5005,3060,3334,1396,1762,473.6,725.4,75.94,155.7,1.144,2.826
45,1,12,6784,5525,5244,5193,3103,3461,1417,1828,481.3,751.4,77.41,161.4,1.167,2.928
45,1,13,6869,5721,5307,5364,3141,3576,1435,1888,488.2,775.1,78.74,166.6,1.189,3.021
45,2,9,6114,3844,4799,3837,2828,2557,1275,1387,424.2,568.9,66.13,122.4,0.9563,2.113
45,2,10,6254,4081,4906,4054,2892,2707,1305,1470,434.6,602,67.85,129.6,0.9823,2.24
45,2,11,6372,4293,4996,4250,2946,2843,1330,1546,443.6,632,69.35,136.3,1.005,2.357
45,2,12,6473,4482,5073,4427,2992,2965,1352,1614,451.4,659.3,70.67,142.3,1.025,2.463
45,2,13,6562,4653,5140,4587,3033,3076,1371,1675,458.3,684,71.84,147.7,1.043,2.559
46,1,9,5859,2201,4667,2401,2729,1513,1216,777.4,396.5,313.1,60.22,66.91,0.853,1.171
46,1,10,5996,2313,4775,2525,2793,1594,1245,820,406.2,329.9,61.76,70.25,0.8753,1.226
46,1,11,6111,2416,4866,2638,2846,1667,1270,859.2,414.4,345.5,63.08,73.36,0.8945,1.278
46,1,12,6208,2509,4944,2741,2892,1734,1290,895.2,421.5,359.9,64.23,76.25,0.9114,1.325
46,1,13,6293,2595,5011,2835,2932,1795,1309,928.1,427.7,373.2,65.25,78.91,0.9264,1.369
46,2,9,5722,1748,4515,2105,2624,1311,1160,668.7,374.3,264.9,56.18,55.58,0.7876,0.9428
46,2,10,5859,1837,4623,2191,2687,1370,1187,700.6,383.2,277.2,57.55,57.96,0.8071,0.981
46,2,11,5974,1918,4714,2269,2739,1425,1210,729.6,390.7,288.4,58.69,60.14,0.8235,1.016
46,2,12,6071,1991,4791,2342,2784,1475,1230,756.1,397.1,298.7,59.67,62.14,0.8375,1.048
46,2,13,6154,2059,4857,2410,2823,1521,1247,780.3,402.6,308.2,60.52,63.98,0.8497,1.078
47,1,9,6479,6680,4950,6461,2978,4362,1384,2389,473,1018,75.76,212.1,1.156,3.887
47,1,10,6620,7024,5060,6797,3045,4598,1417,2525,484.8,1078,77.91,223.7,1.19,4.083
47,1,11,6743,7337,5155,7105,3104,4812,1445,2648,495.2,1132,79.9,234.2,1.221,4.259
47,1,12,6853,7622,5238,7386,3156,5007,1470,2760,504.6,1181,81.75,243.6,1.25,4.417
47,1,13,6952,7883,5312,7642,3203,5184,1492,2861,513.3,1225,83.51,252.2,1.278,4.561
47,2,9,6496,7327,4923,7046,2941,4867,1369,2693,475.2,1143,78.61,233.2,1.191,4.227
47,2,10,6650,7766,5029,7473,3007,5170,1401,2865,490.1,1217,81.98,247.5,1.239,4.472
47,2,11,6789,8163,5121,7860,3063,5443,1430,3020,504.1,1283,85.24,260.4,1.285,4.693
47,2,12,6916,8521,5202,8209,3113,5689,1457,3159,517.7,1343,88.37,272,1.329,4.894
47,2,13,7035,8845,5273,8524,3157,5911,1481,3284,530.7,1396,91.33,282.5,1.37,5.075
48,1,9,6397,5269,5005,4915,2958,3358,1342,1838,452.1,776,72.44,159.8,1.096,2.851
48,1,10,6535,5579,5108,5174,3020,3545,1371,1944,462.9,819.1,74.37,168.3,1.127,2.998
48,1,11,6653,5855,5195,5406,3072,3712,1395,2038,472.3,857.6,76.08,175.8,1.155,3.129
48,1,12,6756,6100,5270,5614,3118,3861,1417,2123,480.6,892.1,77.63,182.6,1.18,3.248
48,1,13,6846,6320,5335,5803,3158,3995,1436,2199,488,923,79.03,188.7,1.203,3.355
48,2,9,6078,4165,4847,3950,2849,2594,1285,1415,427.6,614.3,66.76,131.1,0.9693,2.365
48,2,10,6222,4446,4958,4201,2915,2760,1316,1507,439.1,654.9,68.72,139.8,0.9991,2.524
48,2,11,6344,4696,5052,4426,2972,2908,1343,1590,449.2,691.1,70.46,147.5,1.026,2.666
48,2,12,6450,4919,5132,4627,3021,3040,1366,1664,458.1,723.4,72.03,154.5,1.049,2.793
48,2,13,6543,5118,5202,4807,3063,3159,1387,1730,466.3,752.3,73.46,160.7,1.071,2.907
49,1,9,6543,5599,5014,5553,2965,3715,1356,2027,467.1,861.2,75.58,179.8,1.16,3.275
49,1,10,6691,5878,5114,5824,3026,3900,1386,2130,479.2,905.5,77.89,189.3,1.197,3.449
49,1,11,6821,6129,5199,6068,3077,4068,1412,2221,490,945.2,79.98,197.8,1.23,3.605
49,1,12,6935,6356,5273,6289,3122,4219,1435,2304,499.9,980.8,81.89,205.5,1.26,3.747
49,1,13,7039,6562,5338,6489,3162,4357,1456,2378,508.9,1013,83.67,212.5,1.288,3.875
49,2,9,6303,4890,5004,4667,2948,3125,1337,1702,450.2,701.1,71.74,145.5,1.069,2.62
49,2,10,6439,5148,5109,4915,3011,3291,1367,1795,461.2,738.4,73.71,153.1,1.1,2.756
49,2,11,6555,5381,5198,5138,3065,3440,1393,1879,470.8,772.3,75.46,159.9,1.129,2.878
49,2,12,6655,5591,5274,5340,3111,3575,1416,1955,479.3,803,77.04,166.2,1.154,2.988
49,2,13,6743,5782,5342,5523,3153,3696,1437,2024,487,831,78.47,171.8,1.178,3.087
50,1,9,5895,2365,4647,2640,2721,1689,1214,894.5,396.6,392.1,60.19,83.94,0.8545,1.379
50,1,10,6033,2481,4755,2765,2784,1769,1242,935.1,406,411.6,61.69,87.95,0.8764,1.444
50,1,11,6149,2587,4845,2882,2837,1843,1266,972.2,414.1,429.5,62.96,91.64,0.8952,1.504
50,1,12,6248,2685,4921,2991,2882,1912,1286,1006,420.9,445.8,64.07,95.06,0.9116,1.56
50,1,13,6333,2775,4987,3093,2921,1976,1304,1037,426.9,460.7,65.04,98.22,0.9261,1.612
50,2,9,5678,1977,4573,1927,2655,1235,1169,693.6,372.3,306.9,54.95,66.75,0.7665,1.113
50,2,10,5814,2074,4682,2015,2718,1293,1197,726.2,381.2,321,56.3,69.46,0.7854,1.159
50,2,11,5927,2161,4773,2096,2771,1346,1220,755.6,388.7,333.8,57.43,71.93,0.8013,1.201
50,2,12,6024,2239,4851,2171,2816,1394,1240,782.2,395.1,345.5,58.39,74.2,0.815,1.241
50,2,13,6107,2309,4917,2240,2854,1438,1257,806.3,400.5,356.3,59.23,76.3,0.8269,1.277
51,1,9,6753,6820,5079,6593,3035,4542,1408,2501,487.4,1065,80.54,229.1,1.247,4.208
51,1,10,6900,7153,5187,6896,3102,4765,1440,2630,499.7,1122,83.01,241.8,1.287,4.445
51,1,11,7028,7452,5281,7167,3159,4964,1468,2744,510.7,1173,85.24,253.2,1.324,4.658
51,1,12,7141,7719,5363,7411,3210,5142,1492,2845,520.7,1218,87.29,263.3,1.357,4.85
51,1,13,7241,7960,5437,7630,3255,5301,1514,2936,529.9,1259,89.18,272.5,1.388,5.023
51,2,9,6642,6141,5167,5965,3077,4115,1418,2275,488.3,966.7,80.46,201.9,1.242,3.674
51,2,10,6785,6421,5277,6233,3145,4311,1451,2394,500.8,1020,82.79,212.7,1.281,3.872
51,2,11,6908,6671,5372,6473,3204,4488,1480,2502,511.8,1068,84.85,222.6,1.315,4.051
51,2,12,7017,6895,5454,6689,3256,4647,1506,2599,521.8,1111,86.71,231.5,1.346,4.214
51,2,13,7113,7096,5528,6885,3302,4792,1529,2687,530.8,1150,88.39,239.7,1.374,4.362
52,1,9,6101,4043,4841,4040,2855,2710,1287,1498,427.4,619.9,66.56,124.8,0.9657,2.128
52,1,10,6245,4291,4951,4287,2921,2875,1318,1590,438.5,657.1,68.41,132,0.9941,2.25
52,1,11,6368,4512,5045,4508,2977,3023,1344,1672,448.2,690.3,70.05,138.4,1.019,2.36
52,1,12,6475,4710,5125,4708,3026,3155,1367,1745,456.8,719.9,71.53,144.2,1.042,2.459
